number,created_date,title,score,review,predict
2981,2001-06-21 00:00:00,극장판 귀멸의 칼날: 무한열차편,10,하..너무 슬퍼서 울었어요.. 저랑 언니랑 귀칼 팬이 아닌데 동생이 팬이어서 봤는데 팬이 되어 버렸습니다..ㅠㅠ,1
2982,2001-06-21 00:00:00,26년,10,이게 별점이 왜이랴? 언넘이여?,0
2983,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,4,스토리도 우주로 날려버림,0
2984,2001-06-21 00:00:00,더 퍼지,1,노숙자가 지 애비인듯주인공만 뒤지게 고생하다 뒤지는듯개연성도 뒤짐 ,0
2985,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,6,폴워커가 없는 분노의질주는 분노의질주가 아니다 아쉽지만 박수 칠때 떠났어야 했다.영화는 영화일 뿐이지만   더이상 실망하기 싫다 자동차 액션영화에서  어벤져스 액션을 보앗다!! ,1
2986,2001-06-21 00:00:00,날씨의 아이,6,"이걸... 뭐라고 해야 하나. 시대를 앞서간 스토리라고 해야 하나... 산으로 가는 스토리라 해야 하나. 진부하지 않아 좋다고 해야 하나. 총이란 소재는 갈등을 위한 장치 치곤 많이 억지스러웠네. 분위기나 클라이맥스로 치닫는 과정, ost까지 &amp;lt;너의 이름은&amp;gt;의 판박이. ",0
2987,2001-06-21 00:00:00,크루엘라,10,모든 부분에서 미친 영화,1
2988,2001-06-21 00:00:00,아이,8,류현경 보면 옛날에 코메디 영화에 나와서 곧 사라져 버릴거 같은 배우였는데 누가 보던 말던 묵묵히 배우의 길을 열심히 가고 있는거 같다 그래서 묵묵히 언제나 지켜 보고 싶다..언제나 화이팅!!,1
2989,2001-06-21 00:00:00,크루엘라,10,재미있게보았다 강렬한게조았다,1
2990,2001-06-21 00:00:00,죄 많은 소녀,7,재미 없는듯..한데 끝까지 보게되는건 전여빈님 연기때문인듯 해석 찾아보게하는 영화 진짜 궁금한건 전여빈씨 웅얼거리는 대사 알고싶어요!!!,0
2991,2001-06-21 00:00:00,아이 캔 스피크,10, 어릴 때 부터 할머니랑 살아서 그런지 당시 이해하지 못했던 할머니의 행동에 짜증도 많이내고 불평도 많이 냈는데 그 싫었던 모습이 이젠 너무 그립네요 남들이 보기엔 정말 유난스러울 수 있는 우리 어르신들의 행동들 사실은 얼마나 외로우셨을까요?? 싫은 소리를 들어도 그 사람들을 계속 보러갈 정도로 외로우셨을까요?? &amp;#39;나문희&amp;#39; 배우님의 연기에 그 때 그 당시 짜증나는 하지만 지금은 가장 그리운 그 장면과 순간을 느낄 수 있어 너무나 슬프고 행복했습니다 어르신들 그리고 앞으로 어르신이 될 우리들 그러니 함께 더 이해하고 눈높이를 맞추며 살아갈 수 있기를 바랍니다 우리 할머니가 많이 보고싶습니다. ,1
2992,2001-06-21 00:00:00,크루엘라,10,"원작은 &amp;#39;101마리 달마시안&amp;#39;이지만 이 영화는 원작에서 소재만 가져다 왔을 뿐 거의 새로운 이야기에 가깝다. 오히려 &amp;#39;악마는 프라다를 입는다&amp;#39;랑 비슷하다. 긴 러닝 타임으로 약간 지루해지는 부분이 조금 있었긴 한데 스타일, ost, 연기 모두 좋다. 중후반부에 분수 앞에서 홀로 고백하는 장면에서의 엠마스톤 연기가 인상깊었다. 보통 엠마 스톤 너무 예쁘다는 이야기가 많지만 내 취향은 다른 엠마 쪽... 두 엠마가 이름까지 같은 것은 이유가 있다.",1
2993,2001-06-21 00:00:00,아미 오브 더 데드,10,"데드세트,24주후,새벽의저주를 이은 시간가는줄모르고 볼수있는 재미있는 영화",1
2994,2001-06-21 00:00:00,낙원의 밤,10,연기자분들의 온앤오프 ,1
2995,2001-06-21 00:00:00,크루엘라,10,오 완전 몰입 잘 됨 ㅎㅁㅎ,1
2996,2001-06-21 00:00:00,크루엘라,8,"디즈니 작품 중 최고로 탄탄한 스토리와 짜임새를 자랑하는 수작입니다. 두 엠마의 연기가 모두 좋지만, 특히나 엠마스톤의 연기는 경이롭네요. 엠마스톤은 자신이 그동안 쌓은 경력 이상의 수준에 도달한 느낌이에요. 매 작품마다 놀라울 정도로 성장하네요. 적절한 음악이 몰입을 도와주고 화려한 패션들이 눈을 사로잡습니다. 미술상 기대해봐도 좋지 않을까 싶을 정도로 눈이 즐거운 영화에요.",1
2997,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,1,역대 시리즈중 최악..전편까지 좋았는데 너무 산으로 가는 느낌..ㅠㅠ,0
2998,2001-06-21 00:00:00,인트로덕션,10,돼지가 우물에 빠진 날...돼지는 무슨 생각을 했을까?,1
2999,2001-06-21 00:00:00,미스 슬로운,10,.,1
3000,2001-06-21 00:00:00,다이하드: 굿 데이 투 다이,3,죽여지기 위해 존재하는 사람들과 부셔지기 위해 존재하는 건물들.,1
3001,2001-06-21 00:00:00,보이저스,1,닐 버거...버거킹,1
3002,2001-06-21 00:00:00,여고괴담 두번째 이야기,9,탕웨이 신랑 김태용,1
3003,2001-06-21 00:00:00,프라이멀 피어,7,재미가 없을 수가 없는 소재를 다루는 찰기 없는 방식마저 살리는 미친 연기.,1
3004,2001-06-21 00:00:00,모리타니안,9,"하늘이 알고, 땅이 알며, 네가 알고, 그가 안다. 죄 지은 자에게 저주를...",1
3005,2001-06-21 00:00:00,밤쉘: 세상을 바꾼 폭탄선언,6,파격적인 소재와 파격적인 척하는 영화.,0
3006,2001-06-21 00:00:00,작전,6,"요즘 주가, 코인으로 시끄러우면서,,, 그런거 하기 전에 이 영화부터 보라는 말들이 있어서 한번 봤는데... 주가조작이라는 소재만 있을뿐 이에 대한 체계적인 스토리 전개가 좀 아쉬웠네요. 주가 조작 세상을 잘 풀어낸 느낌은 아니지만 나름 재미있게 볼 수 있는 영화라고 생각합니다.",0
3007,2001-06-21 00:00:00,파이프라인,10,간만에 재밌는 한국영화였네요. 킬링타임으로도 좋구 긴박감넘치는 전개 좋아요,1
3008,2001-06-21 00:00:00,도어락,8,.,1
3009,2001-06-21 00:00:00,제인 에어,10,.,1
3010,2001-06-21 00:00:00,열혈남아,10,전화박스 키스신과 왕걸의 노래.아직까지도 열혈남아만 생각하면 가슴이 저린다 ,1
3011,2001-06-21 00:00:00,판의 미로 - 오필리아와 세 개의 열쇠,10,이영화는 판타지 라는 껍데기 안에 현실에서 도망치고 싶었던 오필리아의 망상 스릴러 다. ,1
3012,2001-06-21 00:00:00,크루엘라,10,와..진짜 역대 디즈니 실사 중 최고다.진짜 영상미 무엇...,1
3013,2001-06-21 00:00:00,양들의 침묵,10,.,1
3014,2001-06-21 00:00:00,크루엘라,7,"엠마의, 엠마에 의한, 엠마를 위한 영화!!!",1
3015,2001-06-21 00:00:00,친절한 금자씨,10,이런 영화가 진짜 평점이나 관객이 너무 안나온 영화 지금 봐도 대단한 영화 누가 인생 최고의 영화가 뭐냐구 물어보면 망설임 없이 친절한금자씨,1
3016,2001-06-21 00:00:00,다이 하드,8,Yipee Ki Yay Motherf**ker ,1
3017,2001-06-21 00:00:00,뺑반,7,여름에 보기엔 꽤 괜찮은 액션영화. 배우들 보는 재미가 있다. ,1
3018,2001-06-21 00:00:00,삼진그룹 영어토익반,1,평점보고 봤는데 노잼이네,0
3019,2001-06-21 00:00:00,"어쩌다, 결혼",1,난잡하고 쓸데없는 장면이 너무 많다 결말 궁금해서 다보긴했지만 시간 매우아깝다,0
3020,2001-06-21 00:00:00,분노의 질주: 더 얼티메이트,8,코로나때문에 답답하던 속을 뻥 뚫어줄 액션이었다..모든 액션들의 종합선물 느낌...논리고 현실성이고 뭐고 머리는 비우고 즐겨야 ~,1
3021,2001-06-21 00:00:00,크루엘라,10,재밌었어요!!!! 배경음악도 신났음,1
3022,2001-06-21 00:00:00,스푸트닉,7,스푸트닉은 러시아어로 동반자라는 뜻이라고 함. 절제된 연출과 연기 영상미 ost가 상당히 뛰어남.,1
3023,2001-06-21 00:00:00,베테랑,10,희대의 명대사를 남긴 2015년 최고의 영화,1
